_msg_id,_ts,_msg_type,BkToCstmrAcctRpt.GrpHdr.MsgId,BkToCstmrAcctRpt.GrpHdr.CreDtTm,BkToCstmrAcctRpt.Rpt.Id,BkToCstmrAcctRpt.Rpt.Acct.Id.Othr.Id,BkToCstmrAcctRpt.Rpt.Bal#1.Tp.CdOrPrtry.Cd,BkToCstmrAcctRpt.Rpt.Bal#1.Amt,BkToCstmrAcctRpt.Rpt.Bal#1.Amt@Ccy,BkToCstmrAcctRpt.Rpt.Bal#1.CdtDbtInd,BkToCstmrAcctRpt.Rpt.Bal#2.Tp.CdOrPrtry.Cd,BkToCstmrAcctRpt.Rpt.Bal#2.Amt,BkToCstmrAcctRpt.Rpt.Bal#2.Amt@Ccy,BkToCstmrAcctRpt.Rpt.Bal#2.CdtDbtInd,_ns,_format,BkToCstmrAcctRpt.Rpt.Ntry#1.Amt,BkToCstmrAcctRpt.Rpt.Ntry#1.Amt@Ccy,BkToCstmrAcctRpt.Rpt.Ntry#1.CdtDbtInd,BkToCstmrAcctRpt.Rpt.Ntry#1.Sts.Cd,BkToCstmrAcctRpt.Rpt.Ntry#1.BookgDt.Dt,BkToCstmrAcctRpt.Rpt.Ntry#1.AcctSvcrRef,BkToCstmrAcctRpt.Rpt.Ntry#1.AddtlNtryInf,BkToCstmrAcctRpt.Rpt.Ntry#2.Amt,BkToCstmrAcctRpt.Rpt.Ntry#2.Amt@Ccy,BkToCstmrAcctRpt.Rpt.Ntry#2.CdtDbtInd,BkToCstmrAcctRpt.Rpt.Ntry#2.Sts.Cd,BkToCstmrAcctRpt.Rpt.Ntry#2.BookgDt.Dt,BkToCstmrAcctRpt.Rpt.Ntry#2.AcctSvcrRef,BkToCstmrAcctRpt.Rpt.Ntry#2.AddtlNtryInf,BkToCstmrAcctRpt.Rpt.Ntry#3.Amt,BkToCstmrAcctRpt.Rpt.Ntry#3.Amt@Ccy,BkToCstmrAcctRpt.Rpt.Ntry#3.CdtDbtInd,BkToCstmrAcctRpt.Rpt.Ntry#3.Sts.Cd,BkToCstmrAcctRpt.Rpt.Ntry#3.BookgDt.Dt,BkToCstmrAcctRpt.Rpt.Ntry#3.AcctSvcrRef,BkToCstmrAcctRpt.Rpt.Ntry#3.AddtlNtryInf,BkToCstmrAcctRpt.Rpt.Ntry#4.Amt,BkToCstmrAcctRpt.Rpt.Ntry#4.Amt@Ccy,BkToCstmrAcctRpt.Rpt.Ntry#4.CdtDbtInd,BkToCstmrAcctRpt.Rpt.Ntry#4.Sts.Cd,BkToCstmrAcctRpt.Rpt.Ntry#4.BookgDt.Dt,BkToCstmrAcctRpt.Rpt.Ntry#4.AcctSvcrRef,BkToCstmrAcctRpt.Rpt.Ntry#4.AddtlNtryInf
STMT00000068,2026-07-01T08:35:07.336,camt.052.001.08,********0026,***************0:27,*******0052,**************3334,ITBD,81861.27,EUR,CRDT,ITBD,9991.08,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,1095.61,SGD,CRDT,BOOK,2026-07-09,********6789,INVOICE,1678.87,MYR,DBIT,BOOK,2026-07-07,********9341,INVOICE,1780.04,SGD,CRDT,BOOK,2026-07-07,********6421,SALARY,,,,,,,
STMT00000049,2026-07-13T23:04:13.151,camt.052.001.08,********0271,***************6:42,*******0242,**************7900,ITBD,176279.16,SGD,CRDT,ITBD,24278.99,MYR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,106.32,SGD,DBIT,BOOK,2026-07-11,********7466,INVOICE,277.27,EUR,DBIT,BOOK,2026-07-13,********7578,INVOICE,136.81,MYR,CRDT,BOOK,2026-07-05,********6735,INVOICE,701.56,USD,CRDT,BOOK,2026-07-11,ASR483233906,FEES
STMT00000333,2026-07-07T01:56:48.922,camt.052.001.08,********0135,***************4:38,*******0283,**************3425,ITBD,26164.05,SGD,CRDT,ITBD,9775.73,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,326.01,SGD,DBIT,BOOK,2026-07-12,********4238,INVOICE,544.77,SGD,DBIT,BOOK,2026-07-13,********8039,SUPPLIER,266.38,SGD,DBIT,BOOK,2026-07-10,********6837,INVOICE,103.17,MYR,DBIT,BOOK,2026-07-09,ASR803509062,SALARY
STMT00000338,2026-07-03T17:34:39.031,camt.052.001.08,********0005,***************2:20,*******0077,**************5095,ITBD,6482.86,SGD,CRDT,ITBD,17911.14,EUR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,47.65,USD,DBIT,BOOK,2026-07-14,********3529,INVOICE,764.5,SGD,DBIT,BOOK,2026-07-03,********3274,FEES,221.15,EUR,DBIT,BOOK,2026-07-12,********8150,RENT,408.73,USD,CRDT,BOOK,2026-07-10,ASR760914645,FEES
STMT00000039,2026-07-13T06:53:49.334,camt.052.001.08,********0097,***************0:57,*******0249,**************3835,ITBD,26896.23,USD,CRDT,ITBD,16807.0,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,170.71,SGD,DBIT,BOOK,2026-07-13,********8543,INVOICE,253.92,SGD,CRDT,BOOK,2026-07-09,********3945,RENT,,,,,,,,133.63,MYR,DBIT,BOOK,2026-07-03,ASR393135281,INVOICE
STMT00000041,2026-07-10T00:00:41.810,camt.052.001.08,********0231,***************2:26,*******0015,**************6211,ITBD,12578.12,SGD,CRDT,ITBD,32437.15,EUR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,275.07,MYR,DBIT,BOOK,2026-07-13,********7569,RENT,199.65,USD,DBIT,BOOK,2026-07-06,********1322,SUPPLIER,96.0,SGD,CRDT,BOOK,2026-07-09,********3338,SUPPLIER,631.25,SGD,DBIT,BOOK,2026-07-03,ASR995116964,SUPPLIER
STMT00000160,2026-07-09T09:54:27.463,camt.052.001.08,********0225,***************8:53,*******0331,**************6811,ITBD,24484.81,SGD,CRDT,ITBD,19872.25,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,376.35,SGD,DBIT,BOOK,2026-07-09,********4057,SALARY,622.8,MYR,CRDT,BOOK,2026-07-09,********4542,INVOICE,1419.53,EUR,DBIT,BOOK,2026-07-02,********3229,SALARY,,,,,,,
STMT00000291,2026-07-05T21:49:50.677,camt.052.001.08,********0039,***************6:21,*******0150,**************3459,ITBD,9194.66,SGD,CRDT,ITBD,14720.26,MYR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,376.64,EUR,DBIT,BOOK,2026-07-14,********8440,FEES,997.28,SGD,DBIT,BOOK,2026-07-10,********8864,FEES,107.81,SGD,DBIT,BOOK,2026-07-09,********4687,SALARY,,,,,,,
STMT00000212,2026-07-05T07:58:44.522,camt.052.001.08,********0395,***************4:38,*******0067,**************5524,ITBD,2983.59,SGD,CRDT,ITBD,13866.51,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,297.95,EUR,DBIT,BOOK,2026-07-08,********7430,RENT,484.28,USD,CRDT,BOOK,2026-07-06,********8710,RENT,3344.39,USD,DBIT,BOOK,2026-07-11,********3832,SUPPLIER,,,,,,,
STMT00000293,2026-07-10T07:05:50.306,camt.052.001.08,********0164,***************4:39,*******0330,**************9769,ITBD,85714.4,USD,CRDT,ITBD,10936.22,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,559.91,USD,DBIT,BOOK,2026-07-12,********9258,RENT,95.22,USD,CRDT,BOOK,2026-07-08,********7325,SALARY,658.46,MYR,DBIT,BOOK,2026-07-04,********7978,RENT,380.8,SGD,CRDT,BOOK,2026-07-04,ASR926536004,SALARY
STMT00000104,2026-07-06T14:23:33.784,camt.052.001.08,********0139,***************8:15,*******0364,**************0947,ITBD,51994.83,EUR,CRDT,ITBD,21277.85,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,175.73,USD,DBIT,BOOK,2026-07-08,********0805,INVOICE,171.93,SGD,DBIT,BOOK,2026-07-11,********2939,SALARY,,,,,,,,,,,,,,
STMT00000164,2026-07-02T23:04:41.559,camt.052.001.08,********0212,***************7:22,*******0044,**************0414,ITBD,29795.13,USD,CRDT,ITBD,77372.57,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,3067.95,SGD,CRDT,BOOK,2026-07-04,********4551,SUPPLIER,2901.44,SGD,DBIT,BOOK,2026-07-11,********9444,SALARY,281.06,MYR,DBIT,BOOK,2026-07-13,********2978,RENT,608.14,MYR,CRDT,BOOK,2026-07-01,ASR689741206,FEES
STMT00000073,2026-07-03T11:09:09.891,camt.052.001.08,********0302,***************7:29,*******0321,**************8329,ITBD,30260.67,USD,CRDT,ITBD,24125.59,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,31.27,USD,DBIT,BOOK,2026-07-07,********7494,SUPPLIER,210.8,MYR,CRDT,BOOK,2026-07-08,********1360,INVOICE,445.86,MYR,DBIT,BOOK,2026-07-04,********7697,FEES,1604.47,USD,CRDT,BOOK,2026-07-03,ASR083231349,FEES
STMT00000160,2026-07-12T11:51:22.441,camt.052.001.08,********0065,***************6:17,*******0340,**************1026,ITBD,73036.37,SGD,CRDT,ITBD,57791.57,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,495.26,SGD,CRDT,BOOK,2026-07-11,********5042,RENT,409.75,SGD,CRDT,BOOK,2026-07-07,********8194,INVOICE,,,,,,,,,,,,,,
STMT00000133,2026-07-10T11:22:03.853,camt.052.001.08,********0238,***************2:20,*******0216,**************6622,ITBD,7886.92,SGD,CRDT,ITBD,31618.06,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,111.54,SGD,CRDT,BOOK,2026-07-13,********0013,RENT,386.24,USD,DBIT,BOOK,2026-07-04,********1261,SUPPLIER,227.31,USD,CRDT,BOOK,2026-07-13,********1013,SUPPLIER,,,,,,,
STMT00000261,2026-07-14T01:13:48.038,camt.052.001.08,********0046,***************6:37,*******0069,**************4657,ITBD,35675.93,SGD,CRDT,ITBD,64241.07,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,50.41,SGD,CRDT,BOOK,2026-07-04,********2148,SALARY,154.89,USD,DBIT,BOOK,2026-07-11,********6781,FEES,,,,,,,,514.37,MYR,DBIT,BOOK,2026-07-07,ASR171015304,RENT
STMT00000286,2026-07-10T01:55:17.055,camt.052.001.08,********0283,***************5:58,*******0331,**************0407,ITBD,48120.53,SGD,CRDT,ITBD,19991.6,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,1131.15,SGD,CRDT,BOOK,2026-07-12,********2398,RENT,270.95,SGD,DBIT,BOOK,2026-07-10,********5983,SALARY,706.64,SGD,DBIT,BOOK,2026-07-04,********3036,SUPPLIER,,,,,,,
STMT00000207,2026-07-13T06:47:28.756,camt.052.001.08,********0351,***************2:25,*******0233,**************4165,ITBD,9594.53,SGD,CRDT,ITBD,30023.13,MYR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,64.49,SGD,DBIT,BOOK,2026-07-02,********5697,RENT,399.33,SGD,CRDT,BOOK,2026-07-07,********1443,SUPPLIER,15.79,SGD,DBIT,BOOK,2026-07-07,********2139,SALARY,224.01,SGD,CRDT,BOOK,2026-07-10,ASR927746144,INVOICE
STMT00000274,2026-07-08T20:59:46.254,camt.052.001.08,********0239,***************7:04,*******0154,**************7568,ITBD,148285.6,EUR,CRDT,ITBD,15938.23,MYR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,5700.06,USD,CRDT,BOOK,2026-07-13,********6350,RENT,2746.01,SGD,DBIT,BOOK,2026-07-13,********9390,SALARY,655.65,SGD,DBIT,BOOK,2026-07-13,********8403,SALARY,,,,,,,
STMT00000307,2026-07-04T15:12:55.401,camt.052.001.08,********0366,***************4:22,*******0050,**************3162,ITBD,13114.91,SGD,CRDT,ITBD,11941.97,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,374.62,MYR,CRDT,BOOK,2026-07-07,********6207,FEES,179.96,SGD,CRDT,BOOK,2026-07-10,********6738,SALARY,1210.03,EUR,DBIT,BOOK,2026-07-10,********8734,INVOICE,133.22,SGD,CRDT,BOOK,2026-07-14,ASR163259055,FEES
STMT00000102,2026-07-06T07:33:47.449,camt.052.001.08,********0148,***************3:09,*******0384,**************6564,ITBD,23997.25,SGD,CRDT,ITBD,21248.03,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,2907.67,MYR,DBIT,BOOK,2026-07-05,********6201,RENT,7055.41,MYR,DBIT,BOOK,2026-07-13,********8323,INVOICE,130.63,SGD,DBIT,BOOK,2026-07-07,********0034,INVOICE,,,,,,,
STMT00000239,2026-07-07T18:48:48.703,camt.052.001.08,********0350,***************7:23,*******0075,**************5755,ITBD,231192.09,USD,CRDT,ITBD,4852.16,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,1689.31,SGD,DBIT,BOOK,2026-07-08,********7533,SALARY,683.02,USD,DBIT,BOOK,2026-07-08,********6046,RENT,,,,,,,,,,,,,,
STMT00000339,2026-07-06T12:42:44.124,camt.052.001.08,********0188,***************2:58,*******0327,**************8322,ITBD,7204.79,SGD,CRDT,ITBD,19603.69,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,116.95,USD,CRDT,BOOK,2026-07-10,********3190,SALARY,208.76,SGD,CRDT,BOOK,2026-07-04,********4323,SALARY,5870.47,USD,CRDT,BOOK,2026-07-07,********7197,INVOICE,282.33,USD,DBIT,BOOK,2026-07-07,ASR277047534,SALARY
STMT00000086,2026-07-11T15:53:41.930,camt.052.001.08,********0308,***************6:05,*******0238,**************4620,ITBD,7227.85,SGD,CRDT,ITBD,25559.27,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,844.27,SGD,DBIT,BOOK,2026-07-08,********4315,RENT,1191.55,USD,DBIT,BOOK,2026-07-13,********6527,RENT,29.96,MYR,DBIT,BOOK,2026-07-08,********2140,FEES,,,,,,,
STMT00000278,2026-07-09T11:22:28.271,camt.052.001.08,********0143,***************0:46,*******0369,**************7274,ITBD,11993.22,MYR,CRDT,ITBD,24137.45,MYR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,1456.03,SGD,CRDT,BOOK,2026-07-02,********2739,FEES,401.02,MYR,DBIT,BOOK,2026-07-11,********0287,RENT,293.14,USD,DBIT,BOOK,2026-07-08,********4714,INVOICE,,,,,,,
STMT00000183,2026-07-07T23:55:31.596,camt.052.001.08,********0140,***************6:18,*******0150,**************0793,ITBD,19541.75,EUR,CRDT,ITBD,4807.82,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,1201.47,USD,DBIT,BOOK,2026-07-02,********5682,SUPPLIER,175.03,USD,DBIT,BOOK,2026-07-01,********0870,FEES,562.05,USD,CRDT,BOOK,2026-07-14,********4028,SUPPLIER,4476.81,USD,DBIT,BOOK,2026-07-01,ASR430826443,FEES
STMT00000231,2026-07-04T17:52:00.820,camt.052.001.08,********0052,***************4:25,*******0047,**************7093,ITBD,6029.58,USD,CRDT,ITBD,9395.05,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,416.56,SGD,CRDT,BOOK,2026-07-11,********1920,FEES,203.7,SGD,DBIT,BOOK,2026-07-01,********5626,RENT,,,,,,,,,,,,,,
STMT00000339,2026-07-08T16:02:22.942,camt.052.001.08,********0347,***************0:28,*******0269,**************4127,ITBD,17879.65,SGD,CRDT,ITBD,8998.92,EUR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,129.96,SGD,DBIT,BOOK,2026-07-03,********6713,SALARY,844.15,SGD,DBIT,BOOK,2026-07-09,********1922,RENT,36.69,SGD,DBIT,BOOK,2026-07-02,********3265,RENT,917.04,USD,CRDT,BOOK,2026-07-08,ASR401054483,RENT
STMT00000318,2026-07-02T13:39:20.247,camt.052.001.08,********0340,***************1:36,*******0375,**************3144,ITBD,16815.05,SGD,CRDT,ITBD,4713.14,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,103.51,USD,DBIT,BOOK,2026-07-09,********0012,INVOICE,67.67,SGD,CRDT,BOOK,2026-07-11,********3053,INVOICE,1079.3,MYR,DBIT,BOOK,2026-07-02,********5085,RENT,700.88,SGD,CRDT,BOOK,2026-07-07,ASR181395716,RENT
STMT00000354,2026-07-09T13:46:08.573,camt.052.001.08,********0299,***************5:09,*******0290,**************1917,ITBD,18832.32,USD,CRDT,ITBD,19358.74,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,80.77,EUR,CRDT,BOOK,2026-07-07,********8891,INVOICE,730.23,SGD,DBIT,BOOK,2026-07-10,********3360,SUPPLIER,,,,,,,,963.05,USD,CRDT,BOOK,2026-07-09,ASR524479824,SALARY
STMT00000211,2026-07-07T05:03:18.659,camt.052.001.08,********0262,***************5:55,*******0048,**************5076,ITBD,29764.41,SGD,CRDT,ITBD,20233.22,MYR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,205.1,USD,DBIT,BOOK,2026-07-13,********8367,SUPPLIER,253.4,SGD,CRDT,BOOK,2026-07-07,********6580,FEES,269.0,USD,CRDT,BOOK,2026-07-03,********0255,INVOICE,,,,,,,
STMT00000138,2026-07-10T17:47:22.314,camt.052.001.08,********0214,***************4:45,*******0378,**************3457,ITBD,3517.73,SGD,CRDT,ITBD,8335.5,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,1449.42,SGD,DBIT,BOOK,2026-07-09,********9129,FEES,123.04,USD,DBIT,BOOK,2026-07-04,********0616,FEES,,,,,,,,133.16,EUR,DBIT,BOOK,2026-07-09,ASR816996185,RENT
STMT00000129,2026-07-01T11:42:12.065,camt.052.001.08,********0379,***************2:47,*******0241,**************5263,ITBD,48141.23,SGD,CRDT,ITBD,130318.43,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,76.6,SGD,CRDT,BOOK,2026-07-10,********7069,SUPPLIER,512.22,MYR,CRDT,BOOK,2026-07-14,********6054,SALARY,383.85,SGD,DBIT,BOOK,2026-07-13,********7902,RENT,,,,,,,
STMT00000283,2026-07-03T07:50:03.815,camt.052.001.08,********0340,***************9:46,*******0009,**************6198,ITBD,11912.38,SGD,CRDT,ITBD,22583.71,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,32.07,SGD,CRDT,BOOK,2026-07-09,********4095,FEES,1636.38,SGD,DBIT,BOOK,2026-07-01,********3880,SUPPLIER,,,,,,,,,,,,,,
STMT00000127,2026-07-06T08:41:35.975,camt.052.001.08,********0393,***************0:25,*******0371,**************0592,ITBD,68121.83,SGD,CRDT,ITBD,34217.17,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,196.7,EUR,CRDT,BOOK,2026-07-06,********1642,INVOICE,269.33,SGD,DBIT,BOOK,2026-07-06,********7755,RENT,,,,,,,,395.43,SGD,DBIT,BOOK,2026-07-01,ASR089199915,SALARY
STMT00000217,2026-07-03T05:24:28.105,camt.052.001.08,********0218,***************0:45,*******0223,**************6422,ITBD,57938.01,USD,CRDT,ITBD,8680.17,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,49.51,USD,DBIT,BOOK,2026-07-04,********1601,SUPPLIER,983.0,USD,CRDT,BOOK,2026-07-06,********9302,RENT,298.55,USD,DBIT,BOOK,2026-07-03,********9956,SALARY,863.09,SGD,CRDT,BOOK,2026-07-10,ASR163836204,SALARY
STMT00000341,2026-07-11T08:45:17.844,camt.052.001.08,********0176,***************2:26,*******0278,**************1210,ITBD,7791.19,SGD,CRDT,ITBD,25321.49,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.052.001.08,mx,49.84,MYR,DBIT,BOOK,2026-07-04,********1159,RENT,82.66,SGD,DBIT,BOOK,2026-07-07,********3758,SUPPLIER,590.8,SGD,CRDT,BOOK,2026-07-02,********4547,RENT,,,,,,,
