_msg_id,_ts,_msg_type,BkToCstmrStmt.GrpHdr.MsgId,BkToCstmrStmt.GrpHdr.CreDtTm,BkToCstmrStmt.Stmt.Id,BkToCstmrStmt.Stmt.Acct.Id.Othr.Id,BkToCstmrStmt.Stmt.Bal#1.Tp.CdOrPrtry.Cd,BkToCstmrStmt.Stmt.Bal#1.Amt,BkToCstmrStmt.Stmt.Bal#1.Amt@Ccy,BkToCstmrStmt.Stmt.Bal#1.CdtDbtInd,BkToCstmrStmt.Stmt.Bal#2.Tp.CdOrPrtry.Cd,BkToCstmrStmt.Stmt.Bal#2.Amt,BkToCstmrStmt.Stmt.Bal#2.Amt@Ccy,BkToCstmrStmt.Stmt.Bal#2.CdtDbtInd,_ns,_format,BkToCstmrStmt.Stmt.Ntry#1.Amt,BkToCstmrStmt.Stmt.Ntry#1.Amt@Ccy,BkToCstmrStmt.Stmt.Ntry#1.CdtDbtInd,BkToCstmrStmt.Stmt.Ntry#1.Sts.Cd,BkToCstmrStmt.Stmt.Ntry#1.BookgDt.Dt,BkToCstmrStmt.Stmt.Ntry#1.AcctSvcrRef,BkToCstmrStmt.Stmt.Ntry#1.AddtlNtryInf,BkToCstmrStmt.Stmt.Ntry#2.Amt,BkToCstmrStmt.Stmt.Ntry#2.Amt@Ccy,BkToCstmrStmt.Stmt.Ntry#2.CdtDbtInd,BkToCstmrStmt.Stmt.Ntry#2.Sts.Cd,BkToCstmrStmt.Stmt.Ntry#2.BookgDt.Dt,BkToCstmrStmt.Stmt.Ntry#2.AcctSvcrRef,BkToCstmrStmt.Stmt.Ntry#2.AddtlNtryInf,BkToCstmrStmt.Stmt.Ntry#3.Amt,BkToCstmrStmt.Stmt.Ntry#3.Amt@Ccy,BkToCstmrStmt.Stmt.Ntry#3.CdtDbtInd,BkToCstmrStmt.Stmt.Ntry#3.Sts.Cd,BkToCstmrStmt.Stmt.Ntry#3.BookgDt.Dt,BkToCstmrStmt.Stmt.Ntry#3.AcctSvcrRef,BkToCstmrStmt.Stmt.Ntry#3.AddtlNtryInf,BkToCstmrStmt.Stmt.Ntry#4.Amt,BkToCstmrStmt.Stmt.Ntry#4.Amt@Ccy,BkToCstmrStmt.Stmt.Ntry#4.CdtDbtInd,BkToCstmrStmt.Stmt.Ntry#4.Sts.Cd,BkToCstmrStmt.Stmt.Ntry#4.BookgDt.Dt,BkToCstmrStmt.Stmt.Ntry#4.AcctSvcrRef,BkToCstmrStmt.Stmt.Ntry#4.AddtlNtryInf
NHFE14354539,2026-07-12T13:31:49.272,camt.053.001.08,STMT00000076,2026-07-07T11:58:27,STMT00000282,**************1167,OPBD,49908.05,USD,CRDT,CLBD,20947.17,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,613.08,USD,CRDT,BOOK,2026-07-14,********6161,SALARY,205.8,USD,DBIT,BOOK,2026-07-04,********6560,SALARY,,,,,,,,,,,,,,
DQMT08881214,2026-07-14T05:42:28.516,camt.053.001.08,STMT00000173,2026-07-08T01:49:25,STMT00000340,**************0832,OPBD,227312.9,SGD,CRDT,CLBD,18455.65,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,964.53,MYR,DBIT,BOOK,2026-07-06,********6905,SUPPLIER,2652.91,SGD,DBIT,BOOK,2026-07-07,********3163,SUPPLIER,1406.62,SGD,DBIT,BOOK,2026-07-10,********5141,RENT,227.71,USD,DBIT,BOOK,2026-07-05,ASR579011727,FEES
SRZL17740966,2026-07-11T06:28:40.197,camt.053.001.08,STMT00000163,2026-07-12T20:51:36,STMT00000313,**************5763,OPBD,14117.6,EUR,CRDT,CLBD,42170.36,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,80.79,USD,DBIT,BOOK,2026-07-06,********8792,SUPPLIER,1928.35,SGD,DBIT,BOOK,2026-07-10,********3969,SUPPLIER,2762.54,SGD,CRDT,BOOK,2026-07-08,********8471,RENT,,,,,,,
QAOU68639388,2026-07-12T10:50:08.735,camt.053.001.08,STMT00000008,2026-07-03T07:15:56,STMT00000354,**************7447,OPBD,21588.49,SGD,CRDT,CLBD,79470.13,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,167.42,EUR,CRDT,BOOK,2026-07-09,********2725,SUPPLIER,76.37,SGD,CRDT,BOOK,2026-07-03,********7967,FEES,1347.57,SGD,CRDT,BOOK,2026-07-13,********0849,RENT,,,,,,,
FVPR88914838,2026-07-12T05:21:19.455,camt.053.001.08,STMT00000111,2026-07-10T22:10:05,STMT00000264,**************8000,OPBD,24461.22,SGD,CRDT,CLBD,20022.15,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,195.14,USD,CRDT,BOOK,2026-07-01,********2687,SALARY,468.09,SGD,DBIT,BOOK,2026-07-10,********2669,RENT,8817.71,SGD,DBIT,BOOK,2026-07-08,********1950,INVOICE,,,,,,,
IMZP67920727,2026-07-11T19:03:16.520,camt.053.001.08,STMT00000274,2026-07-02T00:50:18,STMT00000390,**************5025,OPBD,123849.92,SGD,CRDT,CLBD,29885.01,EUR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,202.69,SGD,CRDT,BOOK,2026-07-03,********8314,FEES,359.22,EUR,CRDT,BOOK,2026-07-08,********5614,SUPPLIER,452.4,SGD,CRDT,BOOK,2026-07-11,********6920,RENT,,,,,,,
KEHS95428814,2026-07-07T13:57:45.839,camt.053.001.08,STMT00000260,2026-07-13T00:27:21,STMT00000308,**************5062,OPBD,6178.61,SGD,CRDT,CLBD,37562.49,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,4185.69,USD,DBIT,BOOK,2026-07-06,********5736,RENT,90.09,EUR,DBIT,BOOK,2026-07-02,********3836,SALARY,566.12,SGD,DBIT,BOOK,2026-07-10,********0807,FEES,,,,,,,
CSFI72418704,2026-07-12T22:10:48.105,camt.053.001.08,STMT00000222,2026-07-04T02:23:11,STMT00000108,**************9937,OPBD,120248.72,EUR,CRDT,CLBD,15833.74,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,513.62,USD,CRDT,BOOK,2026-07-13,********0957,SALARY,791.49,USD,DBIT,BOOK,2026-07-13,********7036,SUPPLIER,961.0,SGD,DBIT,BOOK,2026-07-07,********7832,INVOICE,71.41,SGD,CRDT,BOOK,2026-07-10,ASR721328371,FEES
HUUU71240945,2026-07-01T09:55:52.648,camt.053.001.08,STMT00000145,2026-07-04T23:23:59,STMT00000073,**************3679,OPBD,26853.82,SGD,CRDT,CLBD,75431.61,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,3529.41,SGD,DBIT,BOOK,2026-07-03,********0035,FEES,1800.13,MYR,CRDT,BOOK,2026-07-06,********8735,SUPPLIER,164.06,SGD,DBIT,BOOK,2026-07-05,********4958,RENT,542.58,MYR,DBIT,BOOK,2026-07-08,ASR518786243,SALARY
NXDO13649746,2026-07-08T05:07:19.337,camt.053.001.08,STMT00000133,2026-07-02T14:14:33,STMT00000023,**************3772,OPBD,67018.29,SGD,CRDT,CLBD,4670.66,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,1379.3,SGD,DBIT,BOOK,2026-07-12,********8603,SUPPLIER,102.95,SGD,CRDT,BOOK,2026-07-09,********7463,RENT,30.46,MYR,DBIT,BOOK,2026-07-07,********9234,INVOICE,,,,,,,
GKSZ64479752,2026-07-04T06:17:09.081,camt.053.001.08,STMT00000253,2026-07-09T17:43:13,STMT00000256,**************0542,OPBD,15682.05,SGD,CRDT,CLBD,20875.58,EUR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,274.73,SGD,CRDT,BOOK,2026-07-06,********1605,INVOICE,730.77,SGD,DBIT,BOOK,2026-07-12,********5929,SUPPLIER,1695.25,USD,DBIT,BOOK,2026-07-06,********1419,SUPPLIER,2114.22,EUR,CRDT,BOOK,2026-07-04,ASR912878733,SUPPLIER
XLQW02755624,2026-07-03T08:53:36.350,camt.053.001.08,STMT00000055,2026-07-08T01:31:34,STMT00000235,**************2250,OPBD,198989.28,SGD,CRDT,CLBD,110372.04,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,593.3,EUR,DBIT,BOOK,2026-07-10,********7826,FEES,16.27,USD,CRDT,BOOK,2026-07-07,********1745,SALARY,,,,,,,,,,,,,,
MTWY52115224,2026-07-08T21:01:39.243,camt.053.001.08,STMT00000137,2026-07-02T17:10:02,STMT00000102,**************6639,OPBD,27793.68,SGD,CRDT,CLBD,7828.61,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,250.49,USD,CRDT,BOOK,2026-07-11,********8640,SUPPLIER,753.8,EUR,DBIT,BOOK,2026-07-08,********5188,SALARY,181.37,MYR,DBIT,BOOK,2026-07-06,********2248,SUPPLIER,,,,,,,
ACDK39396796,2026-07-10T15:57:45.342,camt.053.001.08,STMT00000155,2026-07-03T15:56:08,STMT00000328,**************5079,OPBD,113423.89,USD,CRDT,CLBD,1557.42,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,461.12,SGD,CRDT,BOOK,2026-07-09,********0355,FEES,384.29,USD,DBIT,BOOK,2026-07-03,********4252,RENT,1891.43,USD,DBIT,BOOK,2026-07-06,********6997,SALARY,,,,,,,
LTCR14571216,2026-07-01T16:02:31.943,camt.053.001.08,STMT00000052,2026-07-10T21:51:16,STMT00000137,**************4981,OPBD,107733.94,USD,CRDT,CLBD,45358.65,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,166.9,USD,DBIT,BOOK,2026-07-04,********1465,INVOICE,1115.14,SGD,CRDT,BOOK,2026-07-08,********0955,INVOICE,,,,,,,,,,,,,,
XMFH24627700,2026-07-04T11:40:15.513,camt.053.001.08,STMT00000019,2026-07-02T06:06:42,STMT00000034,**************5974,OPBD,5807.02,USD,CRDT,CLBD,31924.32,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,148.86,SGD,DBIT,BOOK,2026-07-02,********2221,FEES,105.77,SGD,CRDT,BOOK,2026-07-01,********8448,RENT,806.69,SGD,CRDT,BOOK,2026-07-09,********8456,SALARY,,,,,,,
AMJX20854470,2026-07-12T23:17:56.742,camt.053.001.08,STMT00000007,2026-07-07T02:26:27,STMT00000236,**************4367,OPBD,6867.73,MYR,CRDT,CLBD,25182.91,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,106.3,MYR,CRDT,BOOK,2026-07-02,********6941,SALARY,1546.48,MYR,CRDT,BOOK,2026-07-02,********2403,SALARY,2345.67,SGD,DBIT,BOOK,2026-07-03,********6362,FEES,,,,,,,
LNRU52905365,2026-07-10T02:21:49.091,camt.053.001.08,STMT00000002,2026-07-10T08:27:08,STMT00000396,**************4646,OPBD,27688.47,SGD,CRDT,CLBD,45235.87,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,592.13,SGD,DBIT,BOOK,2026-07-06,********2342,SUPPLIER,241.2,SGD,DBIT,BOOK,2026-07-07,********9516,SUPPLIER,107.75,MYR,DBIT,BOOK,2026-07-04,********7003,FEES,,,,,,,
FYOA88225308,2026-07-03T01:02:51.916,camt.053.001.08,STMT00000108,2026-07-12T22:26:02,STMT00000168,**************1484,OPBD,111543.28,SGD,CRDT,CLBD,26240.34,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,106.07,EUR,DBIT,BOOK,2026-07-08,********5679,INVOICE,199.66,SGD,CRDT,BOOK,2026-07-01,********6411,INVOICE,,,,,,,,,,,,,,
YRGL11749682,2026-07-05T21:35:11.686,camt.053.001.08,STMT00000173,2026-07-14T20:29:03,STMT00000101,**************8815,OPBD,21476.77,USD,CRDT,CLBD,89778.4,EUR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,1496.92,EUR,DBIT,BOOK,2026-07-12,********3977,SUPPLIER,418.86,MYR,DBIT,BOOK,2026-07-09,********7166,FEES,481.64,USD,DBIT,BOOK,2026-07-10,********6559,FEES,,,,,,,
AVOC02355702,2026-07-06T11:57:13.750,camt.053.001.08,STMT00000049,2026-07-07T12:10:50,STMT00000279,**************8390,OPBD,47509.24,SGD,CRDT,CLBD,7829.58,EUR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,674.72,SGD,CRDT,BOOK,2026-07-07,********8988,INVOICE,386.46,MYR,CRDT,BOOK,2026-07-03,********9830,RENT,,,,,,,,1889.09,SGD,CRDT,BOOK,2026-07-09,ASR034077000,RENT
QYGI81621487,2026-07-08T09:47:52.403,camt.053.001.08,STMT00000215,2026-07-03T18:56:37,STMT00000350,**************6688,OPBD,3416.92,USD,CRDT,CLBD,20692.54,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,962.44,EUR,CRDT,BOOK,2026-07-02,********5244,FEES,615.77,USD,CRDT,BOOK,2026-07-04,********3273,FEES,,,,,,,,,,,,,,
BCIR63249875,2026-07-06T01:42:41.705,camt.053.001.08,STMT00000184,2026-07-08T04:14:52,STMT00000344,**************8671,OPBD,2723.79,USD,CRDT,CLBD,6509.02,EUR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,72.53,USD,CRDT,BOOK,2026-07-01,********4842,SUPPLIER,634.07,USD,DBIT,BOOK,2026-07-03,********0107,FEES,2004.64,USD,CRDT,BOOK,2026-07-11,********8314,SUPPLIER,260.8,USD,DBIT,BOOK,2026-07-02,ASR117231287,RENT
OYWG16619678,2026-07-04T21:21:41.726,camt.053.001.08,STMT00000031,2026-07-05T00:51:32,STMT00000167,**************4208,OPBD,70223.5,SGD,CRDT,CLBD,21155.91,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,5804.95,USD,DBIT,BOOK,2026-07-04,********0454,SUPPLIER,476.97,EUR,DBIT,BOOK,2026-07-13,********1239,INVOICE,153.27,USD,CRDT,BOOK,2026-07-09,********3434,INVOICE,1447.72,MYR,DBIT,BOOK,2026-07-01,ASR848138719,FEES
OKZP61028640,2026-07-09T01:36:20.367,camt.053.001.08,STMT00000340,2026-07-09T05:53:14,STMT00000255,**************0168,OPBD,16816.11,SGD,CRDT,CLBD,42311.89,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,47.48,USD,DBIT,BOOK,2026-07-10,********8636,SUPPLIER,54.0,SGD,CRDT,BOOK,2026-07-07,********1097,SALARY,698.88,USD,CRDT,BOOK,2026-07-03,********7867,RENT,1534.88,USD,DBIT,BOOK,2026-07-14,ASR208669990,SALARY
PEMO99497776,2026-07-08T07:09:37.761,camt.053.001.08,STMT00000264,2026-07-13T19:07:13,STMT00000314,**************5564,OPBD,13577.29,SGD,CRDT,CLBD,11318.97,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,2055.0,SGD,DBIT,BOOK,2026-07-11,********4203,FEES,514.02,SGD,DBIT,BOOK,2026-07-14,********0038,RENT,,,,,,,,,,,,,,
WOWF56951502,2026-07-01T00:41:51.237,camt.053.001.08,STMT00000313,2026-07-02T00:50:18,STMT00000180,**************7352,OPBD,22085.64,USD,CRDT,CLBD,8509.26,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,475.29,USD,DBIT,BOOK,2026-07-10,********2035,SUPPLIER,990.2,USD,DBIT,BOOK,2026-07-07,********1836,RENT,,,,,,,,3979.53,SGD,DBIT,BOOK,2026-07-04,ASR569469380,SALARY
LZKN31553159,2026-07-07T20:42:35.541,camt.053.001.08,STMT00000331,2026-07-12T06:48:05,STMT00000343,**************8043,OPBD,54257.87,USD,CRDT,CLBD,13521.49,MYR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,761.1,USD,DBIT,BOOK,2026-07-11,********4118,RENT,67.41,USD,CRDT,BOOK,2026-07-05,********6447,SUPPLIER,,,,,,,,709.66,USD,CRDT,BOOK,2026-07-08,ASR543442332,SUPPLIER
QVGA40535812,2026-07-07T22:16:59.280,camt.053.001.08,STMT00000395,2026-07-05T06:22:26,STMT00000201,**************9118,OPBD,24129.35,SGD,CRDT,CLBD,14418.81,EUR,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,583.87,SGD,DBIT,BOOK,2026-07-06,********3845,FEES,2901.53,MYR,CRDT,BOOK,2026-07-13,********8458,FEES,2520.86,SGD,DBIT,BOOK,2026-07-13,********6429,RENT,1427.04,USD,CRDT,BOOK,2026-07-02,ASR068802826,FEES
RRQO08818681,2026-07-14T02:29:04.469,camt.053.001.08,STMT00000180,2026-07-14T22:25:34,STMT00000192,**************6703,OPBD,19215.5,SGD,CRDT,CLBD,5891.88,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,1176.16,MYR,DBIT,BOOK,2026-07-08,********8257,RENT,1340.34,USD,DBIT,BOOK,2026-07-06,********5886,INVOICE,192.06,MYR,CRDT,BOOK,2026-07-04,********3608,RENT,995.74,SGD,CRDT,BOOK,2026-07-09,ASR478433201,RENT
HCKA56100833,2026-07-10T13:03:59.408,camt.053.001.08,STMT00000338,2026-07-14T06:07:23,STMT00000055,**************4730,OPBD,67783.7,USD,CRDT,CLBD,7360.65,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,414.91,SGD,CRDT,BOOK,2026-07-13,********6892,RENT,2844.75,SGD,CRDT,BOOK,2026-07-10,********8167,INVOICE,57.81,SGD,CRDT,BOOK,2026-07-02,********5899,INVOICE,,,,,,,
EQGN03990807,2026-07-11T10:18:49.121,camt.053.001.08,STMT00000053,2026-07-10T00:36:35,STMT00000328,**************1884,OPBD,67562.36,SGD,CRDT,CLBD,59772.3,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,179.99,USD,DBIT,BOOK,2026-07-05,********5598,RENT,115.37,USD,CRDT,BOOK,2026-07-09,********2870,SALARY,1198.07,SGD,CRDT,BOOK,2026-07-09,********0993,SALARY,,,,,,,
NLYM88732260,2026-07-09T13:49:21.062,camt.053.001.08,STMT00000072,2026-07-04T23:33:06,STMT00000235,**************3326,OPBD,21602.65,SGD,CRDT,CLBD,4382.44,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,767.82,SGD,CRDT,BOOK,2026-07-01,********0910,SUPPLIER,197.92,SGD,CRDT,BOOK,2026-07-02,********3522,SUPPLIER,1159.75,USD,DBIT,BOOK,2026-07-14,********3917,SUPPLIER,,,,,,,
YIQK41962287,2026-07-02T22:29:54.408,camt.053.001.08,STMT00000116,2026-07-03T12:24:53,STMT00000264,**************1544,OPBD,52000.55,SGD,CRDT,CLBD,45236.44,SGD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,337.69,SGD,CRDT,BOOK,2026-07-13,********9352,SALARY,717.17,USD,CRDT,BOOK,2026-07-04,********6245,INVOICE,413.67,MYR,DBIT,BOOK,2026-07-03,********8757,FEES,141.88,USD,DBIT,BOOK,2026-07-10,ASR418853949,SALARY
TRWF63072317,2026-07-06T12:29:38.981,camt.053.001.08,STMT00000238,2026-07-07T07:06:36,STMT00000366,**************9056,OPBD,25803.31,SGD,CRDT,CLBD,30113.65,USD,CRDT,urn:iso:std:iso:20022:tech:xsd:camt.053.001.08,mx,297.51,SGD,CRDT,BOOK,2026-07-03,********1314,FEES,513.41,USD,CRDT,BOOK,2026-07-02,********0682,RENT,185.34,USD,CRDT,BOOK,2026-07-10,********1065,SALARY,,,,,,,
