customer_id,acct_type,currency,account_id,iban,balance
SYN000000017,***RENT,SGD,*******7930,**************9250,11012.82
SYN000000017,***INGS,SGD,*******5982,**************2700,740.19
SYN000000018,***RENT,USD,*******4650,**************8590,1466.19
SYN000000018,***INGS,SGD,*******3901,**************9507,22600.71
SYN000000019,***RENT,SGD,*******0332,**************8026,764.11
SYN000000020,***RENT,USD,*******1850,**************3326,7529.96
SYN000000021,***INGS,SGD,*******2420,**************9574,34881.54
SYN000000021,***RENT,SGD,*******0522,**************3347,12211.54
SYN000000022,***RENT,SGD,*******6251,**************2649,6181.33
SYN000000023,***INGS,USD,*******7090,**************3966,1294.69
SYN000000023,***INGS,USD,*******0722,**************0674,1504.99
SYN000000023,***RENT,SGD,*******1171,**************2606,3229.49
SYN000000023,***RENT,SGD,*******6251,**************9917,2845.59
SYN000000024,***RENT,MYR,*******2000,**************0131,34469.66
SYN000000025,***INGS,USD,*******6911,**************7009,67944.03
SYN000000025,***RENT,SGD,*******0990,**************2199,15061.57
SYN000000025,***INGS,SGD,*******1591,**************5237,7179.4
SYN000000025,*IXED,SGD,*******4241,**************1767,1552.06
SYN000000026,*IXED,USD,*******7782,**************7803,585.99
SYN000000026,***INGS,SGD,*******3750,**************1730,12656.0
SYN000000027,***INGS,MYR,*******5070,**************3564,3048.81
SYN000000027,***INGS,SGD,*******5340,**************8355,1586.67
SYN000000028,*IXED,SGD,*******7470,**************8853,1384.74
SYN000000028,***RENT,SGD,*******3271,**************0104,3229.39
SYN000000028,***INGS,SGD,*******3691,**************2702,4902.28
SYN000000028,***INGS,SGD,*******0651,**************1418,7102.3
SYN000000029,***INGS,SGD,*******0200,**************2725,5505.81
SYN000000030,***INGS,SGD,*******3922,**************3619,426.92
SYN000000030,***INGS,MYR,*******7520,**************8727,2751.29
SYN000000031,***INGS,MYR,*******3962,**************4679,3742.56
SYN000000032,***RENT,USD,*******5422,**************8399,31589.94
SYN000000033,***RENT,SGD,*******7760,**************5615,2857.74
SYN000000033,*IXED,SGD,*******7101,**************6926,1378.08
SYN000000033,***INGS,USD,*******2331,**************9571,2607.91
SYN000000033,***RENT,USD,*******6012,**************9553,8891.0
SYN000000033,***RENT,SGD,*******2260,**************5797,1566.25
SYN000000033,*IXED,SGD,*******7741,**************0629,9403.49
SYN000000033,***RENT,SGD,*******2062,**************2338,3475.76
SYN000000033,***INGS,SGD,*******0092,**************1198,1309.28
SYN000000033,***INGS,MYR,*******7132,**************4784,633.52
SYN000000033,***INGS,USD,*******6661,**************3572,14567.9
SYN000000034,***INGS,SGD,*******2990,**************1529,34890.2
SYN000000034,***RENT,SGD,*******7031,**************3332,2104.54
SYN000000034,***RENT,SGD,*******0860,**************2627,2583.33
SYN000000034,***RENT,SGD,*******6670,**************0099,1699.38
SYN000000035,***INGS,SGD,*******4532,**************8915,30924.92
SYN000000036,*IXED,SGD,*******3121,**************6312,2564.97
SYN000000036,***INGS,SGD,*******6690,**************8420,7059.04
SYN000000036,***RENT,SGD,*******3780,**************3222,2755.74
SYN000000036,***RENT,SGD,*******3040,**************7357,6415.56
SYN000000036,***INGS,SGD,*******6730,**************5991,4896.2
SYN000000037,***INGS,SGD,*******4541,**************2563,3485.03
SYN000000037,***RENT,SGD,*******2981,**************5602,2936.05
SYN000000038,***INGS,SGD,*******3290,**************3937,15411.15
SYN000000038,***RENT,SGD,*******5862,**************0013,2138.89
SYN000000038,*IXED,SGD,*******7180,**************3901,3974.94
SYN000000038,***INGS,SGD,*******0791,**************8474,635.21
SYN000000038,***RENT,MYR,*******0010,**************0308,797.36
SYN000000039,***INGS,USD,*******4362,**************2279,2986.75
SYN000000040,***INGS,SGD,*******3821,**************8509,7083.69
SYN000000041,***INGS,SGD,*******4481,**************5798,4379.97
SYN000000041,***RENT,USD,*******3371,**************6147,10825.85
SYN000000041,*IXED,SGD,*******4322,**************2096,8796.65
SYN000000041,***INGS,SGD,*******7501,**************8693,1941.07
SYN000000041,*IXED,SGD,*******7182,**************3349,388.33
SYN000000042,***RENT,SGD,*******6351,**************8866,3430.54
SYN000000042,***RENT,USD,*******2971,**************4934,1149.86
SYN000000043,*IXED,MYR,*******1031,**************8817,14444.55
SYN000000044,***INGS,MYR,*******2912,**************4871,1948.04
SYN000000044,***INGS,SGD,*******5242,**************1451,48675.13
SYN000000044,***INGS,SGD,*******7191,**************2887,2397.37
SYN000000044,***INGS,SGD,*******4551,**************9966,1845.85
SYN000000044,***RENT,SGD,*******0961,**************8548,1162.76
SYN000000044,***INGS,SGD,*******0681,**************1757,10744.57
SYN000000044,***INGS,SGD,*******3961,**************3823,54516.33
SYN000000045,*IXED,SGD,*******0520,**************9908,1978.77
SYN000000046,***RENT,SGD,*******4810,**************1685,10226.49
SYN000000046,***RENT,SGD,*******7542,**************7593,1543.77
SYN000000047,*IXED,USD,*******3510,**************9290,1981.37
SYN000000047,***INGS,SGD,*******6512,**************1868,27611.09
SYN000000048,*IXED,SGD,*******2020,**************8040,1167.15
SYN000000048,***RENT,SGD,*******6512,**************6652,9811.42
SYN000000048,***INGS,USD,*******1412,**************2214,7542.88
SYN000000048,***INGS,SGD,*******2650,**************8472,479.69
SYN000000049,*IXED,USD,*******2932,**************2285,14085.68
SYN000000049,***INGS,SGD,*******3181,**************0097,5696.95
SYN000000050,***INGS,MYR,*******2591,**************4408,943.43
SYN000000050,***INGS,SGD,*******5350,**************8803,1038.96
SYN000000050,***RENT,SGD,*******6391,**************8540,73615.14
SYN000000050,*IXED,SGD,*******4870,**************1425,5754.6
SYN000000051,***RENT,USD,*******3490,**************4436,3354.54
SYN000000051,***INGS,USD,*******0541,**************4476,16434.02
SYN000000051,***INGS,SGD,*******3761,**************1561,4754.37
SYN000000052,***INGS,SGD,*******3160,**************6609,3823.09
SYN000000052,***INGS,MYR,*******5930,**************9682,8808.3
SYN000000052,***INGS,SGD,*******0202,**************8025,1846.25
SYN000000052,*IXED,SGD,*******1250,**************2703,769.77
SYN000000053,***INGS,SGD,*******2561,**************2231,1941.18
SYN000000053,***INGS,SGD,*******4010,**************2239,1243.65
SYN000000053,***RENT,SGD,*******1622,**************6131,29544.16
SYN000000054,***INGS,SGD,*******3730,**************2855,19286.97
SYN000000055,***RENT,SGD,*******4791,**************9023,1221.69
SYN000000055,***RENT,USD,*******0801,**************5878,10341.05
SYN000000056,***INGS,SGD,*******7910,**************8156,4748.94
SYN000000057,***INGS,USD,*******2360,**************9731,3919.65
SYN000000057,*IXED,MYR,*******0840,**************1710,25354.07
SYN000000058,***INGS,SGD,*******4620,**************7356,6587.87
SYN000000058,***RENT,SGD,*******6131,**************8923,9747.81
SYN000000059,***RENT,USD,*******2971,**************9788,2630.61
SYN000000059,***RENT,SGD,*******5241,**************5743,25348.29
SYN000000060,***INGS,SGD,*******1831,**************5473,1362.13
SYN000000060,*IXED,USD,*******4552,**************5209,563.86
SYN000000060,***INGS,SGD,*******5002,**************4598,4581.11
SYN000000060,***INGS,SGD,*******2750,**************2942,10019.38
SYN000000061,***INGS,SGD,*******6531,**************8614,6544.13
SYN000000061,***INGS,SGD,*******2482,**************9213,6760.86
SYN000000061,***INGS,MYR,*******6882,**************8571,9561.7
SYN000000062,***RENT,MYR,*******1140,**************8845,339.2
SYN000000063,***INGS,SGD,*******2780,**************0314,17409.1
SYN000000064,***INGS,USD,*******0431,**************2945,7785.59
SYN000000064,***INGS,USD,*******6391,**************4992,1504.07
SYN000000064,***RENT,USD,*******2640,**************5936,158.98
SYN000000064,***RENT,SGD,*******3260,**************0057,1245.46
SYN000000065,*IXED,SGD,*******4110,**************2157,184.06
SYN000000065,***RENT,SGD,*******0202,**************6604,3087.42
SYN000000066,***INGS,MYR,*******2062,**************4895,7753.62
SYN000000067,***RENT,SGD,*******5300,**************9421,18389.27
SYN000000067,***RENT,SGD,*******6800,**************0297,531.28
SYN000000067,***RENT,SGD,*******4331,**************0725,2211.11
SYN000000068,***INGS,SGD,*******1601,**************3332,2868.39
SYN000000069,***INGS,MYR,*******1611,**************9728,1994.96
SYN000000069,***INGS,SGD,*******0330,**************9732,11501.2
SYN000000069,***INGS,SGD,*******4910,**************1466,4518.46
SYN000000070,***INGS,USD,*******7721,**************9909,5585.71
SYN000000071,***RENT,SGD,*******1521,**************1599,68193.79
SYN000000072,***RENT,SGD,*******3852,**************3143,35146.82
SYN000000073,*IXED,SGD,*******0872,**************0536,2100.56
SYN000000074,***INGS,MYR,*******2460,**************2305,17171.76
SYN000000075,*IXED,SGD,*******7362,**************7024,4737.92
SYN000000076,***RENT,SGD,*******0560,**************5337,2191.48
SYN000000077,***RENT,SGD,*******1032,**************0011,867.99
SYN000000077,***RENT,SGD,*******6032,**************9928,3657.58
SYN000000078,***INGS,SGD,*******1251,**************2358,19443.13
SYN000000078,*IXED,SGD,*******2912,**************6073,2576.1
SYN000000079,*IXED,SGD,*******1371,**************4837,1288.85
SYN000000079,***INGS,USD,*******3502,**************6699,1517.3
SYN000000080,*IXED,SGD,*******1382,**************7641,5180.65
SYN000000080,***INGS,USD,*******0881,**************1782,2607.65
SYN000000081,*IXED,SGD,*******1860,**************9373,43698.2
SYN000000081,***RENT,SGD,*******2240,**************7927,2339.05
SYN000000081,***RENT,SGD,*******2330,**************4396,14313.68
SYN000000081,***INGS,SGD,*******1552,**************5238,3394.96
SYN000000081,***RENT,SGD,*******4170,**************0062,11036.58
SYN000000081,***RENT,SGD,*******0931,**************8608,9580.3
SYN000000081,***RENT,SGD,*******4221,**************1826,4656.47
SYN000000082,***INGS,SGD,*******0521,**************1505,23239.48
SYN000000083,***RENT,SGD,*******1392,**************5073,1625.38
SYN000000083,***RENT,USD,*******4611,**************0745,7566.05
SYN000000084,***INGS,SGD,*******4272,**************0497,17813.14
SYN000000084,***RENT,SGD,*******4761,**************0627,6966.67
SYN000000085,***INGS,SGD,*******5750,**************9301,19193.83
SYN000000085,*IXED,SGD,*******4041,**************5363,26259.4
SYN000000085,***RENT,SGD,*******7912,**************0423,6563.84
SYN000000085,***RENT,SGD,*******7932,**************1474,2361.16
SYN000000086,***INGS,MYR,*******1200,**************0775,5315.73
SYN000000086,***INGS,SGD,*******3191,**************5456,3187.99
SYN000000087,***RENT,SGD,*******4161,**************1036,17507.75
SYN000000087,***RENT,SGD,*******6041,**************1988,2814.94
SYN000000087,***INGS,SGD,*******7920,**************7896,3781.23
SYN000000088,***INGS,SGD,*******5930,**************8715,8263.0
SYN000000088,***INGS,MYR,*******6410,**************2415,2871.86
SYN000000089,*IXED,SGD,*******0042,**************5870,609.63
SYN000000089,***RENT,USD,*******6441,**************4419,5757.84
SYN000000090,***RENT,SGD,*******3051,**************4360,2140.95
SYN000000090,***INGS,USD,*******4962,**************1647,6750.4
SYN000000091,***INGS,SGD,*******6112,**************0486,20752.86
SYN000000091,***INGS,MYR,*******7310,**************3759,17476.07
SYN000000091,***INGS,SGD,*******0720,**************7968,6521.38
SYN000000092,*IXED,SGD,*******2290,**************5245,18326.38
SYN000000092,*IXED,SGD,*******3920,**************1959,9696.93
SYN000000092,***INGS,USD,*******5852,**************2309,68203.54
SYN000000092,***INGS,USD,*******3552,**************4360,59229.72
SYN000000093,***INGS,SGD,*******3950,**************6247,3203.11
SYN000000094,***RENT,SGD,*******6432,**************0097,2454.43
SYN000000095,***INGS,USD,*******1380,**************9687,57722.12
SYN000000095,***INGS,SGD,*******3251,**************8940,6409.73
SYN000000095,***INGS,SGD,*******6232,**************0909,482.15
SYN000000096,***INGS,SGD,*******2720,**************4340,3948.49
SYN000000096,***RENT,MYR,*******5651,**************5987,9949.43
SYN000000097,***INGS,USD,*******5382,**************7164,2088.42
SYN000000097,***RENT,SGD,*******1011,**************1358,16464.23
SYN000000098,***INGS,SGD,*******0431,**************4672,8355.14
SYN000000098,*IXED,USD,*******7180,**************0544,3469.76
SYN000000098,***RENT,SGD,*******4901,**************1109,4493.91
SYN000000098,***INGS,SGD,*******3730,**************1861,2221.87
SYN000000099,***INGS,SGD,*******6341,**************7414,6443.17
SYN000000099,***INGS,SGD,*******0611,**************7125,343.92
SYN000000099,***INGS,SGD,*******7840,**************0835,2559.35
SYN000000099,***INGS,SGD,*******0281,**************5116,12487.87
SYN000000100,***RENT,SGD,*******7361,**************6365,1042.24
SYN000000101,***INGS,SGD,*******2500,**************3892,42569.47
SYN000000101,***INGS,SGD,*******2982,**************2634,484.32
SYN000000102,***INGS,SGD,*******7941,**************1824,4693.49
SYN000000103,***RENT,SGD,*******7070,**************7208,1649.0
SYN000000103,***INGS,USD,*******4831,**************9606,14418.87
SYN000000103,***INGS,SGD,*******3330,**************5072,2961.84
SYN000000104,***RENT,USD,*******6812,**************1390,2285.0
SYN000000104,***RENT,SGD,*******6620,**************4312,41005.29
SYN000000104,***RENT,USD,*******6250,**************1798,37148.89
SYN000000105,***RENT,SGD,*******4390,**************0620,909.08
SYN000000105,***RENT,SGD,*******4740,**************4421,2142.02
SYN000000105,***RENT,USD,*******4351,**************3718,1115.92
SYN000000106,*IXED,SGD,*******0050,**************8132,1197.75
SYN000000106,***INGS,SGD,*******7831,**************7753,3348.17
SYN000000106,*IXED,SGD,*******2210,**************9636,2825.52
SYN000000107,***INGS,SGD,*******7120,**************3681,29701.51
SYN000000107,*IXED,SGD,*******7711,**************3456,27524.19
SYN000000108,***RENT,SGD,*******1430,**************9281,11501.25
SYN000000108,***INGS,USD,*******4110,**************0089,27813.91
SYN000000108,***RENT,MYR,*******0312,**************6838,11598.92
SYN000000109,***RENT,SGD,*******6682,**************0884,1003.78
SYN000000109,***RENT,SGD,*******0870,**************8416,1923.33
SYN000000110,***INGS,SGD,*******4772,**************5699,2382.8
SYN000000110,***RENT,MYR,*******4941,**************7620,5571.99
SYN000000111,***RENT,USD,*******3422,**************8522,2615.56
SYN000000111,***INGS,SGD,*******5180,**************8295,8458.15
SYN000000112,***INGS,SGD,*******2201,**************1310,665.59
SYN000000112,***INGS,USD,*******0950,**************7574,2651.71
SYN000000113,***RENT,SGD,*******7642,**************9714,2499.65
SYN000000114,***INGS,SGD,*******0291,**************8296,1623.78
SYN000000114,***RENT,USD,*******5862,**************7418,660.22
SYN000000114,***RENT,SGD,*******0522,**************4397,32080.92
SYN000000114,*IXED,SGD,*******1890,**************3807,17079.95
SYN000000114,***INGS,USD,*******2711,**************8124,20304.1
SYN000000115,***RENT,SGD,*******4730,**************9528,2992.83
SYN000000115,***RENT,SGD,*******0440,**************8261,2666.95
SYN000000116,***RENT,SGD,*******6032,**************1808,221110.99
SYN000000116,***INGS,USD,*******4331,**************0493,414.71
SYN000000116,***INGS,USD,*******2661,**************2467,2972.39
SYN000000116,***INGS,USD,*******6640,**************1029,3890.63
SYN000000116,***INGS,SGD,*******3080,**************6631,476.39
SYN000000117,*IXED,MYR,*******2292,**************3903,14466.42
SYN000000118,*IXED,SGD,*******7080,**************5542,10525.36
SYN000000119,***INGS,SGD,*******0802,**************5288,36141.54
SYN000000119,***INGS,SGD,*******5351,**************8375,3575.11
SYN000000119,*IXED,SGD,*******7561,**************8945,8053.24
SYN000000119,***RENT,SGD,*******4141,**************0679,4042.69
SYN000000119,***INGS,USD,*******6290,**************9989,8090.16
SYN000000119,***RENT,USD,*******4341,**************9656,2631.94
SYN000000119,***INGS,SGD,*******4842,**************2635,6440.01
SYN000000119,*IXED,SGD,*******6610,**************6209,4669.24
SYN000000120,***RENT,SGD,*******5051,**************1566,3427.7
SYN000000120,***RENT,SGD,*******1401,**************6041,70110.93
SYN000000120,*IXED,SGD,*******3781,**************5120,901.52
SYN000000120,***INGS,SGD,*******7572,**************8179,1649.85
SYN000000120,***RENT,SGD,*******1540,**************4012,7716.09
SYN000000121,***INGS,USD,*******2680,**************5645,1480.37
SYN000000121,***INGS,MYR,*******0862,**************9610,6515.42
SYN000000122,***INGS,SGD,*******5110,**************3043,59790.72
SYN000000123,*IXED,SGD,*******7122,**************9634,4041.79
SYN000000124,*IXED,MYR,*******4252,**************5287,4341.84
SYN000000124,***INGS,USD,*******7042,**************9340,1802.71
SYN000000124,***INGS,SGD,*******0860,**************9395,14603.85
SYN000000124,***INGS,MYR,*******5091,**************5870,8660.81
SYN000000124,***RENT,SGD,*******0161,**************9640,413.59
SYN000000125,***INGS,SGD,*******0231,**************1972,52769.16
SYN000000125,***INGS,MYR,*******5982,**************5289,1938.76
SYN000000126,***INGS,SGD,*******1930,**************8924,7496.22
SYN000000126,***RENT,SGD,*******4632,**************9236,8010.24
SYN000000126,***INGS,SGD,*******5351,**************5925,6500.4
SYN000000126,***RENT,SGD,*******2430,**************3755,3083.38
SYN000000127,***INGS,SGD,*******0810,**************7236,3879.1
SYN000000127,***INGS,SGD,*******3772,**************4024,1836.12
SYN000000127,***RENT,SGD,*******2362,**************4190,10993.97
SYN000000127,*IXED,SGD,*******5412,**************5419,30396.32
SYN000000128,***INGS,USD,*******2412,**************2473,2128.91
SYN000000128,***INGS,SGD,*******0882,**************6189,4397.06
SYN000000129,***RENT,USD,*******5040,**************5073,4653.69
SYN000000129,***RENT,SGD,*******3480,**************2867,7755.57
SYN000000130,***INGS,MYR,*******1131,**************0676,32503.8
SYN000000130,***RENT,SGD,*******3971,**************4133,2942.54
SYN000000130,***INGS,USD,*******1110,**************9604,1486.05
SYN000000130,***RENT,SGD,*******7491,**************9091,753.86
SYN000000130,***INGS,SGD,*******1370,**************6662,5054.24
SYN000000131,***RENT,SGD,*******7260,**************9430,2494.66
SYN000000131,***RENT,USD,*******5331,**************1596,3014.21
SYN000000132,***RENT,SGD,*******1050,**************9938,3065.08
SYN000000133,***INGS,SGD,*******0032,**************8759,10552.37
SYN000000134,***RENT,SGD,*******1871,**************7246,2046.9
SYN000000134,***RENT,SGD,*******1361,**************2971,10045.07
SYN000000135,***INGS,SGD,*******5392,**************9636,3816.0
SYN000000135,***RENT,SGD,*******6000,**************6331,16262.53
SYN000000136,***RENT,SGD,*******6380,**************3363,6368.1
SYN000000137,***RENT,SGD,*******7942,**************2104,41021.81
SYN000000137,***RENT,USD,*******1991,**************0930,2969.16
SYN000000138,***INGS,USD,*******6141,**************2880,8102.92
SYN000000139,***RENT,SGD,*******3631,**************3892,52487.98
SYN000000140,***INGS,SGD,*******2502,**************1737,3813.31
SYN000000141,***RENT,SGD,*******4282,**************5548,10981.56
SYN000000142,*IXED,USD,*******3742,**************8626,897.21
SYN000000142,***RENT,USD,*******6040,**************4200,1123.12
SYN000000142,***INGS,USD,*******5491,**************5896,45280.01
SYN000000142,***RENT,USD,*******2492,**************6941,11789.91
SYN000000142,*IXED,SGD,*******0501,**************2596,28665.16
SYN000000142,***INGS,SGD,*******1311,**************9159,29907.58
SYN000000143,***RENT,USD,*******5931,**************3204,1838.14
SYN000000143,***INGS,SGD,*******7620,**************3279,1329.82
SYN000000143,***INGS,SGD,*******4911,**************2774,4692.27
SYN000000143,***INGS,USD,*******1382,**************2747,5576.19
SYN000000143,***RENT,MYR,*******4241,**************6835,23281.35
SYN000000144,***INGS,SGD,*******0811,**************1710,4403.38
SYN000000144,***RENT,USD,*******1172,**************0323,282.25
SYN000000144,***INGS,SGD,*******0221,**************6166,14092.77
SYN000000144,***RENT,SGD,*******2300,**************2636,3027.44
SYN000000145,*IXED,SGD,*******6361,**************1672,1544.08
SYN000000145,***INGS,SGD,*******1282,**************4631,109894.17
SYN000000145,***INGS,SGD,*******5031,**************8435,3537.64
SYN000000146,***INGS,SGD,*******3682,**************2893,2997.93
SYN000000146,***INGS,SGD,*******1072,**************6713,8499.49
SYN000000146,***INGS,USD,*******3922,**************7294,2231.19
SYN000000146,***INGS,SGD,*******3172,**************6380,3919.2
SYN000000146,***RENT,MYR,*******4122,**************9511,15897.51
SYN000000147,***INGS,SGD,*******3832,**************0709,607.47
SYN000000148,***INGS,SGD,*******4531,**************4302,6348.38
SYN000000148,***INGS,USD,*******3891,**************8263,2413.49
SYN000000148,***INGS,USD,*******0222,**************0173,1872.77
SYN000000149,***RENT,SGD,*******0712,**************8779,16075.49
SYN000000150,***RENT,SGD,*******5480,**************1780,1818.58
SYN000000150,*IXED,USD,*******3901,**************5020,8967.46
SYN000000151,***INGS,SGD,*******7140,**************3514,1817.12
SYN000000152,***INGS,USD,*******4491,**************9115,1320.91
SYN000000153,***RENT,SGD,*******5312,**************4363,7753.2
SYN000000153,***RENT,SGD,*******0612,**************6356,2493.44
SYN000000153,***RENT,SGD,*******3901,**************5018,2467.84
SYN000000153,***RENT,SGD,*******4940,**************5719,853.45
SYN000000153,***INGS,USD,*******0091,**************7377,18194.6
SYN000000154,***INGS,SGD,*******4550,**************3121,3043.67
SYN000000155,***RENT,USD,*******1691,**************8354,4112.32
SYN000000155,***RENT,SGD,*******5120,**************3051,4013.17
SYN000000155,***RENT,SGD,*******0580,**************3081,3231.58
SYN000000156,***INGS,SGD,*******3161,**************6374,6510.65
SYN000000156,*IXED,SGD,*******1892,**************3245,2082.24
SYN000000157,***RENT,SGD,*******2851,**************0511,18351.45
SYN000000158,***INGS,SGD,*******7381,**************5431,976.38
SYN000000158,***RENT,MYR,*******6402,**************4818,46259.99
SYN000000158,***INGS,SGD,*******6061,**************7777,861.28
SYN000000159,***RENT,MYR,*******1611,**************4959,38053.61
SYN000000160,***INGS,SGD,*******7040,**************5199,23773.96
SYN000000160,***RENT,SGD,*******2482,**************7066,338.98
SYN000000161,***INGS,SGD,*******5820,**************9543,2415.83
SYN000000161,*IXED,SGD,*******4352,**************1475,8520.45
SYN000000162,***INGS,MYR,*******3540,**************6368,7882.15
SYN000000162,***INGS,USD,*******1170,**************1805,7825.28
SYN000000163,***INGS,SGD,*******5982,**************1136,29921.43
SYN000000163,***RENT,SGD,*******7141,**************3222,1715.52
SYN000000163,***INGS,SGD,*******4820,**************3835,4935.43
SYN000000164,***RENT,SGD,*******7082,**************5552,7482.87
SYN000000165,***RENT,USD,*******4061,**************9303,1852.62
SYN000000165,***INGS,SGD,*******7970,**************7243,16212.42
SYN000000166,*IXED,SGD,*******3422,**************3042,185.72
SYN000000166,***INGS,SGD,*******1292,**************5074,34157.49
SYN000000166,***RENT,SGD,*******7680,**************3399,7447.62
SYN000000167,***RENT,SGD,*******1952,**************5396,7669.03
SYN000000167,***INGS,SGD,*******0341,**************6612,7049.36
SYN000000167,***RENT,USD,*******7750,**************4968,30522.12
SYN000000168,***RENT,SGD,*******0362,**************0243,5840.09
SYN000000169,***RENT,MYR,*******1160,**************5503,114477.96
SYN000000169,***RENT,SGD,*******5860,**************5104,40757.94
SYN000000169,***RENT,SGD,*******4902,**************5865,10731.4
SYN000000170,***INGS,SGD,*******7752,**************6020,6531.21
SYN000000170,***RENT,SGD,*******3341,**************9244,1399.27
SYN000000170,***INGS,USD,*******6010,**************5025,8422.87
SYN000000171,***RENT,MYR,*******3262,**************1091,2825.36
SYN000000171,***INGS,MYR,*******0942,**************7466,26303.12
SYN000000172,***RENT,USD,*******3220,**************7229,2218.42
SYN000000173,***RENT,USD,*******3050,**************0195,9310.96
SYN000000174,***RENT,SGD,*******4672,**************6632,3327.6
SYN000000174,***INGS,SGD,*******7311,**************1300,8160.52
SYN000000175,***INGS,SGD,*******1710,**************7044,10939.38
SYN000000175,***INGS,MYR,*******1531,**************7993,538.09
SYN000000176,***RENT,USD,*******2642,**************0876,12403.89
SYN000000177,***INGS,SGD,*******1750,**************3635,4040.5
SYN000000178,*IXED,SGD,*******0700,**************6794,7600.68
SYN000000178,***INGS,MYR,*******6201,**************2173,1092.62
SYN000000178,***RENT,SGD,*******2291,**************0114,55189.07
SYN000000179,***INGS,SGD,*******2261,**************2040,46989.78
SYN000000180,***INGS,USD,*******7771,**************8964,7664.2
SYN000000180,***INGS,SGD,*******7720,**************9800,49643.64
SYN000000181,***RENT,SGD,*******5711,**************6708,1335.59
SYN000000182,***INGS,SGD,*******3901,**************3104,10598.31
SYN000000182,*IXED,SGD,*******4402,**************3780,120904.86
SYN000000182,***INGS,USD,*******5240,**************1603,11601.71
SYN000000183,***INGS,SGD,*******7100,**************9553,1323.71
SYN000000183,***RENT,SGD,*******2282,**************7726,7753.16
SYN000000184,***RENT,USD,*******2680,**************1757,9235.04
SYN000000184,***RENT,SGD,*******3620,**************0039,5977.39
SYN000000184,***RENT,SGD,*******4712,**************6685,6368.49
SYN000000184,***RENT,USD,*******2761,**************3335,3718.4
SYN000000185,***INGS,SGD,*******1021,**************5247,2896.35
SYN000000186,***INGS,SGD,*******6852,**************7046,1372.1
SYN000000187,***RENT,SGD,*******2860,**************7437,1145.46
SYN000000188,***RENT,USD,*******1290,**************7527,200.56
SYN000000189,***RENT,SGD,*******0221,**************2350,3453.09
SYN000000190,*IXED,SGD,*******4022,**************7169,11355.23
SYN000000190,***RENT,SGD,*******0392,**************3613,1448.36
SYN000000191,***RENT,SGD,*******6850,**************9452,1563.96
