uetr,ts,service,status,msg_type,rail,amount,currency,debtor_account,debtor_name,country,latency_ms
b3c43ff3-872a-9bc6-eae3-2265a5c86805,2026-07-09T09:19:17.483,payment-hub,OK,0200,FAST,880.87,USD,**************1906,Vktdbb Zvin,IN,57
b3c43ff3-872a-9bc6-eae3-2265a5c86805,2026-07-09T09:19:17.575,core-banking,OK,0200,FAST,880.87,USD,**************1906,Vktdbb Zvin,IN,201
b3c43ff3-872a-9bc6-eae3-2265a5c86805,2026-07-09T09:19:17.728,settlement,SETTLED,0200,FAST,880.87,USD,**************1906,Vktdbb Zvin,IN,254
aa9d5cc0-9a74-eeda-dc8f-7955d517b6de,2026-07-09T10:54:23.923,gateway,OK,MT103,FAST,678.88,USD,**************1465,Armycw Wcch,IN,45
aa9d5cc0-9a74-eeda-dc8f-7955d517b6de,2026-07-09T10:54:24.020,auth,OK,MT103,FAST,678.88,USD,**************1465,Armycw Wcch,IN,53
aa9d5cc0-9a74-eeda-dc8f-7955d517b6de,2026-07-09T10:54:24.108,validation,OK,MT103,FAST,678.88,USD,**************1465,Armycw Wcch,IN,61
aa9d5cc0-9a74-eeda-dc8f-7955d517b6de,2026-07-09T10:54:24.240,aml,OK,MT103,FAST,678.88,USD,**************1465,Armycw Wcch,IN,157
aa9d5cc0-9a74-eeda-dc8f-7955d517b6de,2026-07-09T10:54:24.377,payment-hub,OK,MT103,FAST,678.88,USD,**************1465,Armycw Wcch,IN,58
aa9d5cc0-9a74-eeda-dc8f-7955d517b6de,2026-07-09T10:54:24.432,core-banking,OK,MT103,FAST,678.88,USD,**************1465,Armycw Wcch,IN,184
aa9d5cc0-9a74-eeda-dc8f-7955d517b6de,2026-07-09T10:54:24.539,settlement,SETTLED,MT103,FAST,678.88,USD,**************1465,Armycw Wcch,IN,77
cfc79ae2-0544-d549-fa48-f8a52e7e7284,2026-07-05T08:49:39.402,gateway,OK,MT103,FAST,332.32,SGD,**************7923,Uriemg Grqe,SG,40
cfc79ae2-0544-d549-fa48-f8a52e7e7284,2026-07-05T08:49:39.467,auth,OK,MT103,FAST,332.32,SGD,**************7923,Uriemg Grqe,SG,88
cfc79ae2-0544-d549-fa48-f8a52e7e7284,2026-07-05T08:49:39.495,validation,OK,MT103,FAST,332.32,SGD,**************7923,Uriemg Grqe,SG,57
cfc79ae2-0544-d549-fa48-f8a52e7e7284,2026-07-05T08:49:39.582,aml,OK,MT103,FAST,332.32,SGD,**************7923,Uriemg Grqe,SG,259
cfc79ae2-0544-d549-fa48-f8a52e7e7284,2026-07-05T08:49:39.697,payment-hub,OK,MT103,FAST,332.32,SGD,**************7923,Uriemg Grqe,SG,60
cfc79ae2-0544-d549-fa48-f8a52e7e7284,2026-07-05T08:49:39.756,core-banking,OK,MT103,FAST,332.32,SGD,**************7923,Uriemg Grqe,SG,75
cfc79ae2-0544-d549-fa48-f8a52e7e7284,2026-07-05T08:49:39.831,settlement,SETTLED,MT103,FAST,332.32,SGD,**************7923,Uriemg Grqe,SG,209
6ad0b670-be70-dfda-f9f0-93e7cd61dc3d,2026-07-05T13:42:45.887,gateway,OK,MT103,FAST,897.42,SGD,**************7098,Zlgqwn Fsgj,IN,33
6ad0b670-be70-dfda-f9f0-93e7cd61dc3d,2026-07-05T13:42:45.915,auth,OK,MT103,FAST,897.42,SGD,**************7098,Zlgqwn Fsgj,IN,88
6ad0b670-be70-dfda-f9f0-93e7cd61dc3d,2026-07-05T13:42:46.139,validation,OK,MT103,FAST,897.42,SGD,**************7098,Zlgqwn Fsgj,IN,37
6ad0b670-be70-dfda-f9f0-93e7cd61dc3d,2026-07-05T13:42:46.203,aml,OK,MT103,FAST,897.42,SGD,**************7098,Zlgqwn Fsgj,IN,80
6ad0b670-be70-dfda-f9f0-93e7cd61dc3d,2026-07-05T13:42:46.312,payment-hub,OK,MT103,FAST,897.42,SGD,**************7098,Zlgqwn Fsgj,IN,128
6ad0b670-be70-dfda-f9f0-93e7cd61dc3d,2026-07-05T13:42:46.364,core-banking,OK,MT103,FAST,897.42,SGD,**************7098,Zlgqwn Fsgj,IN,149
6ad0b670-be70-dfda-f9f0-93e7cd61dc3d,2026-07-05T13:42:46.422,settlement,SETTLED,MT103,FAST,897.42,SGD,**************7098,Zlgqwn Fsgj,IN,233
552b572c-480b-801d-0957-197ee585d909,2026-07-02T04:43:20.448,gateway,OK,pacs.008,FAST,3405.17,USD,**************8390,Ukutgf Wbuj,GB,37
552b572c-480b-801d-0957-197ee585d909,2026-07-02T04:43:20.591,auth,OK,pacs.008,FAST,3405.17,USD,**************8390,Ukutgf Wbuj,GB,70
552b572c-480b-801d-0957-197ee585d909,2026-07-02T04:43:20.669,validation,OK,pacs.008,FAST,3405.17,USD,**************8390,Ukutgf Wbuj,GB,32
552b572c-480b-801d-0957-197ee585d909,2026-07-02T04:43:20.981,aml,OK,pacs.008,FAST,3405.17,USD,**************8390,Ukutgf Wbuj,GB,233
552b572c-480b-801d-0957-197ee585d909,2026-07-02T04:43:21.207,payment-hub,OK,pacs.008,FAST,3405.17,USD,**************8390,Ukutgf Wbuj,GB,71
552b572c-480b-801d-0957-197ee585d909,2026-07-02T04:43:21.343,core-banking,OK,pacs.008,FAST,3405.17,USD,**************8390,Ukutgf Wbuj,GB,179
552b572c-480b-801d-0957-197ee585d909,2026-07-02T04:43:21.466,settlement,SETTLED,pacs.008,FAST,3405.17,USD,**************8390,Ukutgf Wbuj,GB,306
f0d5da93-da1d-5c3a-3c2a-2af822e0b163,2026-07-13T12:11:46.781,gateway,OK,pacs.008,FAST,347.05,EUR,**************8094,Zvowrf Sbiq,SG,41
f0d5da93-da1d-5c3a-3c2a-2af822e0b163,2026-07-13T12:11:46.950,auth,OK,pacs.008,FAST,347.05,EUR,**************8094,Zvowrf Sbiq,SG,31
f0d5da93-da1d-5c3a-3c2a-2af822e0b163,2026-07-13T12:11:47.070,validation,OK,pacs.008,FAST,347.05,EUR,**************8094,Zvowrf Sbiq,SG,34
f0d5da93-da1d-5c3a-3c2a-2af822e0b163,2026-07-13T12:11:47.146,aml,OK,pacs.008,FAST,347.05,EUR,**************8094,Zvowrf Sbiq,SG,156
f0d5da93-da1d-5c3a-3c2a-2af822e0b163,2026-07-13T12:11:47.199,payment-hub,OK,pacs.008,FAST,347.05,EUR,**************8094,Zvowrf Sbiq,SG,53
f0d5da93-da1d-5c3a-3c2a-2af822e0b163,2026-07-13T12:11:47.351,core-banking,OK,pacs.008,FAST,347.05,EUR,**************8094,Zvowrf Sbiq,SG,238
f0d5da93-da1d-5c3a-3c2a-2af822e0b163,2026-07-13T12:11:47.497,settlement,SETTLED,pacs.008,FAST,347.05,EUR,**************8094,Zvowrf Sbiq,SG,95
c91aa627-9022-9bd0-e262-abcb3044eb43,2026-07-02T09:56:29.438,gateway,OK,pacs.008,FAST,487.4,SGD,**************3696,Bisfbt Krtp,US,44
c91aa627-9022-9bd0-e262-abcb3044eb43,2026-07-02T09:56:29.531,auth,OK,pacs.008,FAST,487.4,SGD,**************3696,Bisfbt Krtp,US,35
c91aa627-9022-9bd0-e262-abcb3044eb43,2026-07-02T09:56:29.638,validation,OK,pacs.008,FAST,487.4,SGD,**************3696,Bisfbt Krtp,US,63
c91aa627-9022-9bd0-e262-abcb3044eb43,2026-07-02T09:56:29.677,aml,OK,pacs.008,FAST,487.4,SGD,**************3696,Bisfbt Krtp,US,298
c91aa627-9022-9bd0-e262-abcb3044eb43,2026-07-02T09:56:29.767,payment-hub,OK,pacs.008,FAST,487.4,SGD,**************3696,Bisfbt Krtp,US,51
c91aa627-9022-9bd0-e262-abcb3044eb43,2026-07-02T09:56:29.864,core-banking,OK,pacs.008,FAST,487.4,SGD,**************3696,Bisfbt Krtp,US,193
c91aa627-9022-9bd0-e262-abcb3044eb43,2026-07-02T09:56:29.965,settlement,SETTLED,pacs.008,FAST,487.4,SGD,**************3696,Bisfbt Krtp,US,91
2db0da65-d5df-cfc9-84b4-97954e18db1b,2026-07-10T14:59:18.790,gateway,OK,pacs.008,SWIFT,1040.12,USD,**************8644,Uzywza Qbgt,SG,57
2db0da65-d5df-cfc9-84b4-97954e18db1b,2026-07-10T14:59:18.873,auth,OK,pacs.008,SWIFT,1040.12,USD,**************8644,Uzywza Qbgt,SG,71
2db0da65-d5df-cfc9-84b4-97954e18db1b,2026-07-10T14:59:18.935,validation,OK,pacs.008,SWIFT,1040.12,USD,**************8644,Uzywza Qbgt,SG,86
2db0da65-d5df-cfc9-84b4-97954e18db1b,2026-07-10T14:59:18.983,aml,OK,pacs.008,SWIFT,1040.12,USD,**************8644,Uzywza Qbgt,SG,138
2db0da65-d5df-cfc9-84b4-97954e18db1b,2026-07-10T14:59:19.033,payment-hub,OK,pacs.008,SWIFT,1040.12,USD,**************8644,Uzywza Qbgt,SG,145
2db0da65-d5df-cfc9-84b4-97954e18db1b,2026-07-10T14:59:19.130,core-banking,OK,pacs.008,SWIFT,1040.12,USD,**************8644,Uzywza Qbgt,SG,211
2db0da65-d5df-cfc9-84b4-97954e18db1b,2026-07-10T14:59:19.221,settlement,SETTLED,pacs.008,SWIFT,1040.12,USD,**************8644,Uzywza Qbgt,SG,97
96fc9acd-e1a8-a3cb-d9cd-85eb651ce47c,2026-07-02T02:10:57.776,gateway,OK,pacs.008,SWIFT,3431.05,EUR,**************7826,Jlntih Krok,SG,38
96fc9acd-e1a8-a3cb-d9cd-85eb651ce47c,2026-07-02T02:10:57.871,auth,OK,pacs.008,SWIFT,3431.05,EUR,**************7826,Jlntih Krok,SG,26
96fc9acd-e1a8-a3cb-d9cd-85eb651ce47c,2026-07-02T02:10:58.147,validation,OK,pacs.008,SWIFT,3431.05,EUR,**************7826,Jlntih Krok,SG,59
96fc9acd-e1a8-a3cb-d9cd-85eb651ce47c,2026-07-02T02:10:58.215,aml,TIMEOUT,pacs.008,SWIFT,3431.05,EUR,**************7826,Jlntih Krok,SG,30000
96fc9acd-e1a8-a3cb-d9cd-85eb651ce47c,2026-07-02T02:10:58.279,payment-hub,FAILED,pacs.008,SWIFT,3431.05,EUR,**************7826,Jlntih Krok,SG,39
3585ce88-25ef-196c-d264-b95df17fc351,2026-07-12T17:55:23.899,gateway,OK,pacs.008,FAST,278.93,EUR,**************7043,Ddeedp Ldra,SG,37
3585ce88-25ef-196c-d264-b95df17fc351,2026-07-12T17:55:23.969,auth,OK,pacs.008,FAST,278.93,EUR,**************7043,Ddeedp Ldra,SG,34
3585ce88-25ef-196c-d264-b95df17fc351,2026-07-12T17:55:24.144,validation,OK,pacs.008,FAST,278.93,EUR,**************7043,Ddeedp Ldra,SG,114
3585ce88-25ef-196c-d264-b95df17fc351,2026-07-12T17:55:24.206,aml,OK,pacs.008,FAST,278.93,EUR,**************7043,Ddeedp Ldra,SG,76
3585ce88-25ef-196c-d264-b95df17fc351,2026-07-12T17:55:24.266,payment-hub,OK,pacs.008,FAST,278.93,EUR,**************7043,Ddeedp Ldra,SG,89
3585ce88-25ef-196c-d264-b95df17fc351,2026-07-12T17:55:24.367,core-banking,OK,pacs.008,FAST,278.93,EUR,**************7043,Ddeedp Ldra,SG,131
3585ce88-25ef-196c-d264-b95df17fc351,2026-07-12T17:55:54.372,settlement,SETTLED,pacs.008,FAST,278.93,EUR,**************7043,Ddeedp Ldra,SG,344
264ac8d9-e72a-69cb-9855-01aabe3d29d3,2026-07-11T07:41:05.538,gateway,OK,pacs.008,FAST,636.16,MYR,**************7394,Wkemip Bman,SG,19
264ac8d9-e72a-69cb-9855-01aabe3d29d3,2026-07-11T07:41:05.620,auth,OK,pacs.008,FAST,636.16,MYR,**************7394,Wkemip Bman,SG,69
264ac8d9-e72a-69cb-9855-01aabe3d29d3,2026-07-11T07:41:05.720,validation,OK,pacs.008,FAST,636.16,MYR,**************7394,Wkemip Bman,SG,82
264ac8d9-e72a-69cb-9855-01aabe3d29d3,2026-07-11T07:41:05.804,aml,OK,pacs.008,FAST,636.16,MYR,**************7394,Wkemip Bman,SG,89
264ac8d9-e72a-69cb-9855-01aabe3d29d3,2026-07-11T07:41:05.927,payment-hub,OK,pacs.008,FAST,636.16,MYR,**************7394,Wkemip Bman,SG,55
264ac8d9-e72a-69cb-9855-01aabe3d29d3,2026-07-11T07:41:06.070,core-banking,OK,pacs.008,FAST,636.16,MYR,**************7394,Wkemip Bman,SG,102
264ac8d9-e72a-69cb-9855-01aabe3d29d3,2026-07-11T07:41:06.122,settlement,SETTLED,pacs.008,FAST,636.16,MYR,**************7394,Wkemip Bman,SG,384
0722bbf1-0073-8789-29aa-f1eda66680d0,2026-07-06T02:27:52.275,gateway,OK,pacs.008,SWIFT,140.89,SGD,**************4736,Oainxa Sbtt,SG,21
0722bbf1-0073-8789-29aa-f1eda66680d0,2026-07-06T02:27:52.519,auth,OK,pacs.008,SWIFT,140.89,SGD,**************4736,Oainxa Sbtt,SG,73
0722bbf1-0073-8789-29aa-f1eda66680d0,2026-07-06T02:27:52.684,validation,OK,pacs.008,SWIFT,140.89,SGD,**************4736,Oainxa Sbtt,SG,67
0722bbf1-0073-8789-29aa-f1eda66680d0,2026-07-06T02:27:52.757,aml,OK,pacs.008,SWIFT,140.89,SGD,**************4736,Oainxa Sbtt,SG,202
0722bbf1-0073-8789-29aa-f1eda66680d0,2026-07-06T02:27:52.839,payment-hub,OK,pacs.008,SWIFT,140.89,SGD,**************4736,Oainxa Sbtt,SG,66
0722bbf1-0073-8789-29aa-f1eda66680d0,2026-07-06T02:27:52.950,core-banking,OK,pacs.008,SWIFT,140.89,SGD,**************4736,Oainxa Sbtt,SG,157
0722bbf1-0073-8789-29aa-f1eda66680d0,2026-07-06T02:27:53.015,settlement,SETTLED,pacs.008,SWIFT,140.89,SGD,**************4736,Oainxa Sbtt,SG,80
dd52e717-806c-0643-3223-16cc6aa11dde,2026-07-09T19:44:38.837,gateway,OK,pacs.008,FAST,94.95,EUR,**************9868,Vhosvo Qxlq,SG,39
dd52e717-806c-0643-3223-16cc6aa11dde,2026-07-09T19:44:38.889,auth,OK,pacs.008,FAST,94.95,EUR,**************9868,Vhosvo Qxlq,SG,43
dd52e717-806c-0643-3223-16cc6aa11dde,2026-07-09T19:44:39.006,validation,REJECTED,pacs.008,FAST,94.95,EUR,**************9868,Vhosvo Qxlq,SG,113
a9f38fbe-3453-d9e8-21fa-3171623ccba3,2026-07-03T09:27:45.376,gateway,OK,pacs.008,SWIFT,469.88,MYR,**************4419,Ziwwgt Reyu,US,17
a9f38fbe-3453-d9e8-21fa-3171623ccba3,2026-07-03T09:27:45.545,auth,OK,pacs.008,SWIFT,469.88,MYR,**************4419,Ziwwgt Reyu,US,46
a9f38fbe-3453-d9e8-21fa-3171623ccba3,2026-07-03T09:27:45.861,validation,OK,pacs.008,SWIFT,469.88,MYR,**************4419,Ziwwgt Reyu,US,52
a9f38fbe-3453-d9e8-21fa-3171623ccba3,2026-07-03T09:27:46.062,aml,OK,pacs.008,SWIFT,469.88,MYR,**************4419,Ziwwgt Reyu,US,104
a9f38fbe-3453-d9e8-21fa-3171623ccba3,2026-07-03T09:27:46.116,payment-hub,OK,pacs.008,SWIFT,469.88,MYR,**************4419,Ziwwgt Reyu,US,112
a9f38fbe-3453-d9e8-21fa-3171623ccba3,2026-07-03T09:27:46.192,core-banking,OK,pacs.008,SWIFT,469.88,MYR,**************4419,Ziwwgt Reyu,US,76
a9f38fbe-3453-d9e8-21fa-3171623ccba3,2026-07-03T09:27:46.242,settlement,SETTLED,pacs.008,SWIFT,469.88,MYR,**************4419,Ziwwgt Reyu,US,158
bb8f1e1d-6395-d59f-26ae-e3ffc992d719,2026-07-14T16:26:25.582,gateway,OK,pacs.008,SWIFT,4733.07,SGD,**************6122,Uzepip Wqkh,US,29
bb8f1e1d-6395-d59f-26ae-e3ffc992d719,2026-07-14T16:26:25.630,auth,OK,pacs.008,SWIFT,4733.07,SGD,**************6122,Uzepip Wqkh,US,20
bb8f1e1d-6395-d59f-26ae-e3ffc992d719,2026-07-14T16:26:25.703,validation,OK,pacs.008,SWIFT,4733.07,SGD,**************6122,Uzepip Wqkh,US,96
bb8f1e1d-6395-d59f-26ae-e3ffc992d719,2026-07-14T16:26:25.938,aml,OK,pacs.008,SWIFT,4733.07,SGD,**************6122,Uzepip Wqkh,US,74
bb8f1e1d-6395-d59f-26ae-e3ffc992d719,2026-07-14T16:26:26.080,payment-hub,OK,pacs.008,SWIFT,4733.07,SGD,**************6122,Uzepip Wqkh,US,90
bb8f1e1d-6395-d59f-26ae-e3ffc992d719,2026-07-14T16:26:26.156,core-banking,OK,pacs.008,SWIFT,4733.07,SGD,**************6122,Uzepip Wqkh,US,216
bb8f1e1d-6395-d59f-26ae-e3ffc992d719,2026-07-14T16:26:26.193,settlement,SETTLED,pacs.008,SWIFT,4733.07,SGD,**************6122,Uzepip Wqkh,US,212
7e3c3261-97c5-6473-9864-9cae754df4a5,2026-07-11T22:02:58.872,gateway,OK,0200,SWIFT,737.91,SGD,**************1825,Epzokl Fhgd,IN,29
